NDB_No,Descrip,Energy_kcal,Protein_g,Saturated_fats_g,Fat_g,Carb_g,Sugar_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Diabetic_Friendly,bp,obesity
14005,alcoholic bev beer lt budweiser sel,28.0,0.2,0.0,0.0,0.87,0.0,4.0,0.0,6,0.0,26.0,3.0,0.01,1,1,1
14006,alcoholic bev beer lt,29.0,0.24,0.0,0.0,1.64,0.09,4.0,0.03,5,12.0,21.0,4.0,0.01,1,1,1
14007,alcoholic bev beer lt bud lt,29.0,0.25,0.0,0.0,1.3,0.0,3.0,0.0,7,11.0,26.0,3.0,0.0,1,1,1
14009,alcoholic bev daiquiri cnd,125.0,0.0,0.0,0.0,15.7,0.0,0.0,0.01,1,2.0,11.0,40.0,0.03,1,1,1
14010,alcoholic bev daiquiri prepared-from-recipe,186.0,0.06,0.006,0.06,6.94,5.58,3.0,0.09,2,5.0,21.0,5.0,0.04,0,1,0
14013,alcoholic bev beer lt lo carb,27.0,0.17,0.0,0.0,0.73,0.0,4.0,0.0,4,8.0,17.0,3.0,0.01,1,1,1
14015,alcoholic bev pina colada cnd,237.0,0.6,6.571,7.6,27.6,0.0,1.0,0.03,6,36.0,83.0,71.0,0.2,1,0,0
14016,beverages almond milk swtnd vanilla flavor rtd,38.0,0.42,0.0,1.04,6.59,6.25,188.0,0.3,7,8.0,50.0,63.0,0.63,0,1,0
14017,alcoholic bev pina colada prepared-from-recipe,174.0,0.42,1.636,1.88,22.66,22.33,8.0,0.21,8,7.0,71.0,6.0,0.13,0,1,0
14019,alcoholic bev tequila sunrise cnd,110.0,0.3,0.0,0.1,11.3,0.0,0.0,0.02,7,10.0,10.0,57.0,0.6,1,1,1
14021,beverages energy drk citrus,45.0,0.0,0.0,0.0,11.27,10.42,8.0,0.0,0,0.0,4.0,10.0,0.0,0,1,0
14022,beverages monster energy drk lo carb,5.0,0.0,0.0,0.0,1.38,1.38,0.0,0.0,0,0.0,0.0,75.0,0.0,1,1,1
14024,beverages whiskey sour mix pdr,383.0,0.6,0.019,0.1,97.3,97.3,272.0,0.39,19,13.0,19.0,274.0,0.14,0,1,0
14025,alcoholic bev whiskey sour prep w h2o whiskey  pdr mix,164.0,0.1,0.003,0.02,15.85,15.81,46.0,0.08,3,4.0,4.0,47.0,0.04,0,1,0
14026,bev  coca-cola comy nos 0 eney drk sug-fre  guana   b6  b12,4.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0,0.0,0.0,85.0,0.0,1,1,1
14027,alcoholic bev whiskey sour cnd,119.0,0.0,0.0,0.0,13.4,0.0,0.0,0.01,1,6.0,11.0,44.0,0.06,1,1,1
14028,beverages whiskey sour mix btld,87.0,0.1,0.008,0.1,21.4,21.4,2.0,0.11,1,6.0,28.0,102.0,0.07,0,1,0
14029,alcoholic bev whiskey sour prep from item 14028,153.0,0.06,0.005,0.06,12.82,12.78,1.0,0.08,1,5.0,18.0,61.0,0.06,0,1,0
14030,bev coca-cola co nos engy  ogn grpe chery citr  vit b6  b12,44.0,0.0,0.0,0.0,11.25,11.25,0.0,0.0,0,0.0,0.0,85.0,0.0,0,1,0
14031,bev h2o btld yumberry pomegranate w anti-oxidants  0 cal,5.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0,0.0,8.0,10.0,0.0,1,1,1
14033,beverages abbott eas whey prot pdr,385.0,66.67,2.564,5.13,17.95,5.13,256.0,0.92,181,643.0,564.0,385.0,7.14,0,0,0
14034,alcoholic bev creme de menthe 72 proof,371.0,0.0,0.014,0.3,41.6,41.6,0.0,0.07,0,0.0,0.0,5.0,0.04,0,1,0
14035,beverages abbott eas soy prot pdr,405.0,47.62,0.0,3.57,43.94,40.48,95.0,6.43,22,441.0,714.0,452.0,2.29,0,0,0
14036,beverages cytosport muscle milk rtd,49.0,5.87,0.221,2.01,2.06,0.78,69.0,1.3,20,101.0,198.0,95.0,1.05,1,1,1
14037,alcoholic bev distilled all (gin rum vodka whiskey) 80 proof,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,4.0,2.0,1.0,0.04,1,1,0
14038,beverages ocean spray cran-energy cranberry energy juc drk,15.0,0.0,0.0,0.0,3.75,3.75,0.0,0.0,2,1.0,0.0,21.0,0.01,1,1,1
14041,beverages nestle boost plus nutritional drk rtd,138.0,5.38,0.42,5.38,17.29,8.46,135.0,1.73,38,115.0,138.0,77.0,1.73,0,1,0
14044,beverages slimfast meal replcmnt hi prot shake rtd 3-2-1,58.0,6.59,0.45,2.88,0.85,0.6,130.0,0.96,44,136.0,179.0,72.0,0.85,1,1,1
14045,beverages unilever slimfast meal replcmnt reg rtd 3-2-1 plan,57.0,3.32,0.54,1.93,7.74,5.95,161.0,0.87,45,161.0,193.0,68.0,0.72,0,1,0
14047,beverages unilever slimfast shake mix pdr 3-2-1 plan,448.0,8.13,1.45,13.34,73.92,38.02,364.0,0.68,385,385.0,247.0,472.0,17.31,0,0,0
14048,beverages fuze orange mango fort w vitamins a c e b6,38.0,0.68,0.007,0.06,9.2,9.0,9.0,0.1,10,16.0,192.0,10.0,0.05,0,1,0
14049,alcoholic bev distilled gin 90 proof,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,1,1,0
14050,alcoholic bev distilled rum 80 proof,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0,5.0,2.0,1.0,0.07,1,1,0
14051,alcoholic bev distilled vodka 80 proof,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0,5.0,1.0,1.0,0.0,1,1,0
14052,alcoholic bev distilled whiskey 86 proof,250.0,0.0,0.0,0.0,0.1,0.1,0.0,0.02,0,3.0,1.0,0.0,0.02,1,1,0
14054,beverages almond milk choc rtd,50.0,0.63,0.0,1.25,9.38,8.75,188.0,0.53,12,19.0,75.0,71.0,0.63,0,1,0
14055,beverag unilev slimfast shake  hi prot whey pdr 3-2-1 plan ,368.0,27.87,1.36,11.62,50.0,20.59,1039.0,24.84,473,563.0,752.0,495.0,17.29,0,0,0
14056,beverages acai berry drk fort,62.0,0.83,0.0,0.83,12.83,11.1,19.0,0.16,11,13.0,130.0,13.0,0.11,0,1,0
14057,alcoholic bev wine dssrt swt,160.0,0.2,0.0,0.0,13.69,7.78,8.0,0.24,9,9.0,92.0,9.0,0.07,0,1,0
14058,beverages whey prot pdr isolate,359.0,58.14,0.581,1.16,29.07,1.16,698.0,1.26,233,581.0,872.0,372.0,8.72,1,0,0
14059,beverages kellogg's spl k prot shake,64.0,3.2,0.208,1.6,9.2,5.95,113.0,0.5,39,113.0,168.0,73.0,0.7,0,1,0
14060,beverages energy drk w carb h2o  hi fructose corn syrup,62.0,0.42,0.0,0.0,15.0,13.75,0.0,0.0,0,0.0,10.0,48.0,0.63,0,1,0
14061,beverages energy drk sugar free,4.0,0.42,0.0,0.0,0.42,0.0,0.0,0.0,0,0.0,0.0,42.0,0.0,1,1,1
14062,beverages abbott ensure nutritional shake rtd,105.0,3.8,0.422,2.53,16.88,9.7,127.0,1.9,42,105.0,156.0,84.0,1.58,0,1,0
14063,beverages choc pdr no sugar added,373.0,9.09,4.545,9.09,63.64,27.27,909.0,3.27,410,500.0,1705.0,636.0,13.64,0,0,0
14064,beverages orange juc lt no pulp,21.0,0.21,0.0,0.0,5.42,4.17,0.0,0.0,10,4.0,188.0,4.0,0.02,1,1,1
14065,beverages the coca-cola company hi-c flashin' fruit punch,45.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0,0.0,0.0,8.0,0.0,0,1,0
14066,beverages prot pdr whey bsd,352.0,78.13,0.781,1.56,6.25,0.0,469.0,1.13,195,1321.0,500.0,156.0,6.18,1,1,0
14067,beverages prot pdr soy bsd,388.0,55.56,1.111,5.56,28.89,22.22,178.0,12.0,64,1272.0,933.0,733.0,6.6,0,0,0
14068,beverages kellogg's spl k20 prot pdr,380.0,35.2,0.236,0.6,58.4,2.0,115.0,2.0,7,69.0,490.0,280.0,0.0,0,1,0
14073,beverages zevia cola,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0,0.0,0.0,6.0,0.0,1,1,1
14074,beverages zevia cola caffeine free,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0,0.0,0.0,6.0,0.0,1,1,1
14075,beverage gmbh  co kg gerolsteiner naturally spark min h2o ,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,11,0.0,2.0,13.0,0.0,1,1,1
14076,beverages icelandic glacial nat spring h2o,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,1,1,1
14079,beverages yel grn colored citrus soft drk w caffeine,49.0,0.0,0.0,0.0,12.83,12.9,13.0,0.02,3,0.0,2.0,18.0,0.0,0,1,0
14080,beverages rich choc pdr,372.0,0.0,0.0,0.0,92.96,81.82,909.0,16.36,218,0.0,0.0,636.0,13.64,0,0,0
14082,bev gerolsteiner brunnen naturally sparkling min btld h2o,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,11,0.0,2.0,13.0,0.0,1,1,1
14083,beverages choc malt pdr prep w fat free milk,49.0,3.25,0.112,0.17,8.64,7.77,234.0,0.74,20,97.0,158.0,77.0,0.97,0,1,0
14084,alcoholic bev wine table all,83.0,0.07,0.0,0.0,2.72,0.79,8.0,0.37,11,20.0,99.0,5.0,0.13,1,1,1
14086,beverages v8 splash smoothies peach mango,37.0,1.22,0.0,0.0,7.76,7.35,41.0,0.15,0,0.0,24.0,29.0,0.0,0,1,0
14087,beverages v8 splash smoothies strawberry banana,37.0,1.22,0.0,0.0,8.16,7.35,41.0,0.15,0,0.0,24.0,29.0,0.0,0,1,0
14088,beverages v8 splash smoothies tropical colada,41.0,1.22,0.0,0.0,8.54,7.32,41.0,0.15,0,0.0,24.0,20.0,0.0,0,1,0
14090,beverages cocnt h2o rtd unswtnd,18.0,0.22,0.0,0.0,4.24,3.92,7.0,0.03,6,5.0,165.0,26.0,0.02,1,1,1
14091,beverages almond milk unswtnd shelf stable,15.0,0.59,0.0,1.1,0.58,0.0,197.0,0.35,7,10.0,67.0,71.0,0.07,1,1,1
14092,bev choc almond milk unswtnd shelf-stable fort w vit d2  e,21.0,0.83,0.0,1.46,1.25,0.0,188.0,0.45,10,17.0,96.0,75.0,0.07,1,1,1
14093,beverage  coca-cola co glaceau vit h2o revive frt punch fort,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,148.0,0.0,0.0,1,1,1
14095,beverages minute maid lemonada limeade,50.0,0.0,0.0,0.0,13.75,12.92,2.0,0.0,2,1.0,10.0,6.0,0.01,0,1,0
14096,alcoholic bev wine table red,85.0,0.07,0.0,0.0,2.61,0.62,8.0,0.46,12,23.0,127.0,4.0,0.14,1,1,1
14097,alcoholic bev wine table red cabernet sauvignon,83.0,0.07,0.0,0.0,2.6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14098,alcoholic bev wine table red cabernet franc,83.0,0.07,0.0,0.0,2.45,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14099,alcoholic bev wine table red pinot noir,82.0,0.07,0.0,0.0,2.31,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14100,alcoholic bev wine table red syrah,83.0,0.07,0.0,0.0,2.58,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14101,alcoholic bev wine table red barbera,85.0,0.07,0.0,0.0,2.79,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14102,alcoholic bev wine table red zinfandel,88.0,0.07,0.0,0.0,2.86,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14103,alcoholic bev wine table red petite sirah,85.0,0.07,0.0,0.0,2.68,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14105,alcoholic bev wine table red claret,83.0,0.07,0.0,0.0,3.01,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14106,alcoholic bev wine table white,82.0,0.07,0.0,0.0,2.6,0.96,9.0,0.27,10,18.0,71.0,5.0,0.12,1,1,1
14107,alcoholic bev wine table red lemberger,80.0,0.07,0.0,0.0,2.46,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14108,alcoholic bev wine table red sangiovese,86.0,0.07,0.0,0.0,2.62,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14109,alcoholic bev wine table red carignane,74.0,0.07,0.0,0.0,2.4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14113,alcoholic bev wine table white pinot gris (grigio),83.0,0.07,0.0,0.0,2.06,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14116,alcoholic bev wine table white chenin blanc,80.0,0.07,0.0,0.0,3.31,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14117,alcoholic bev wine table white fume blanc,82.0,0.07,0.0,0.0,2.27,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14119,beverages mxd veg  fruit juc drk w added nutr,29.0,0.04,0.0,0.01,7.47,2.1,3.0,0.04,1,2.0,19.0,21.0,0.01,1,1,1
14120,alcoholic bev wine table white muller thurgau,76.0,0.07,0.0,0.0,3.48,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14121,beverages carb club soda,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.01,1,0.0,2.0,21.0,0.1,1,1,1
14124,alcoholic bev wine table white gewurztraminer,81.0,0.07,0.0,0.0,2.6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14125,alcoholic bev wine table white late harvest gewurztraminer,108.0,0.07,0.0,0.0,11.39,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14126,alcoholic bev wine table white semillon,82.0,0.07,0.0,0.0,3.12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14130,carbonated bev crm soda,51.0,0.0,0.0,0.0,13.3,13.3,5.0,0.05,1,0.0,1.0,12.0,0.07,0,1,0
14132,alcoholic bev wine table white riesling,80.0,0.07,0.0,0.0,3.74,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14134,alcoholic bev wine table white sauvignon blanc,81.0,0.07,0.0,0.0,2.05,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14135,alcoholic bev wine table white late harvest,112.0,0.07,0.0,0.0,13.39,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14136,beverages carb ginger ale,34.0,0.0,0.0,0.0,8.76,8.9,3.0,0.18,1,0.0,1.0,7.0,0.05,0,1,0
14137,beverages nestea tea black rtd lemon,36.0,0.0,0.0,0.0,9.09,9.09,3.0,0.0,1,36.0,19.0,21.0,0.06,0,1,0
14138,alcoholic bev wine table white pinot blanc,81.0,0.07,0.0,0.0,1.94,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14140,alcoholic bev wine table white muscat,82.0,0.07,0.0,0.0,5.23,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14142,beverages carb grape soda,43.0,0.0,0.0,0.0,11.2,0.0,3.0,0.08,1,0.0,1.0,15.0,0.07,1,1,1
14143,beverages carb lo cal other than cola or pepper wo caffeine,0.0,0.1,0.0,0.0,0.0,0.0,4.0,0.04,1,0.0,2.0,6.0,0.0,1,1,1
14144,beverages carb lemon-lime soda no caffeine,41.0,0.09,0.0,0.0,10.42,10.38,2.0,0.02,1,0.0,1.0,10.0,0.01,0,1,0
14145,beverages carb sprite lemon-lime wo caffeine,40.0,0.05,0.0,0.02,10.14,8.98,2.0,0.11,1,0.0,1.0,9.0,0.04,0,1,0
14146,beverages carb lo cal cola or pepper-type w asprt wo caf,1.0,0.12,0.0,0.0,0.12,0.0,3.0,0.02,0,10.0,7.0,4.0,0.01,1,1,1
14147,beverages carb cola wo caffeine,41.0,0.0,0.0,0.0,10.58,10.58,2.0,0.02,0,11.0,3.0,4.0,0.01,0,1,0
14148,beverages carb cola reg,42.0,0.0,0.0,0.25,10.36,9.94,1.0,0.02,0,9.0,5.0,3.0,0.09,0,1,0
14149,beverages carb red sugar cola contains caffeine  sweeteners,20.0,0.0,0.0,0.0,5.16,5.16,2.0,0.02,0,11.0,3.0,4.0,0.01,0,1,0
14150,beverages carb orange,48.0,0.0,0.0,0.0,12.3,0.0,5.0,0.06,1,1.0,2.0,12.0,0.1,1,1,1
14151,bev carb lo cal other than cola or pepper w asprt  caffeine,0.0,0.1,0.0,0.0,0.0,0.0,4.0,0.04,1,0.0,2.0,6.0,0.0,1,1,1
14152,alcoholic bev wine table red burgundy,86.0,0.07,0.0,0.0,3.69,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14153,beverages carb pepper-type contains caffeine,41.0,0.0,0.07,0.1,10.4,0.0,3.0,0.04,0,11.0,1.0,10.0,0.04,1,1,1
14154,beverages energy drk red bull,43.0,0.46,0.0,0.0,10.23,10.22,6.0,0.06,19,0.0,3.0,39.0,0.01,0,1,0
14155,beverages carb tonic h2o,34.0,0.0,0.0,0.0,8.8,8.8,1.0,0.01,0,0.0,0.0,12.0,0.1,0,1,0
14156,beverages energy drk red bull sugar free w added caffeine ,5.0,0.25,0.0,0.08,0.7,0.0,13.0,0.02,3,0.0,3.0,83.0,0.0,1,1,1
14157,beverages carb root beer,41.0,0.0,0.0,0.0,10.6,10.6,5.0,0.05,1,0.0,1.0,13.0,0.07,0,1,0
14158,alcoholic bev wine table red gamay,78.0,0.07,0.0,0.0,2.38,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14159,alcoholic bev wine table red mouvedre,88.0,0.07,0.0,0.0,2.64,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,1,1
14160,alcoholic bev wine table white chardonnay,84.0,0.07,0.0,0.0,2.16,0.96,9.0,0.27,10,18.0,71.0,5.0,0.12,1,1,1
14161,beverages kiwi strawberry juc drk,47.0,0.0,0.0,0.0,12.26,11.63,0.0,0.15,0,0.0,14.0,11.0,0.0,0,1,0
14162,beverages appl juc drk lt fort w vit c,22.0,0.0,0.0,0.1,5.1,4.8,3.0,0.2,5,9.0,51.0,13.0,0.04,1,1,1
14163,beverages choc drk milk  soy bsd ready to drk fort,101.0,4.22,0.422,1.69,17.3,8.44,127.0,1.9,42,127.0,245.0,63.0,1.9,0,1,0
14164,beverages choc malt pdr prep w 1 milk fort,57.0,3.32,0.63,0.97,8.81,7.81,160.0,1.14,24,94.0,191.0,60.0,1.22,0,1,0
14165,beverages carb limeade hi caffeine,18.0,0.0,0.0,0.11,4.16,3.97,2.0,0.03,0,29.0,19.0,40.0,0.01,1,1,1
14166,bev carb lo cal cola or peper-type w na saccharin  caffeine,0.0,0.0,0.0,0.0,0.1,0.0,4.0,0.02,1,11.0,4.0,16.0,0.03,1,1,1
14167,beverages powerade zero mxd berry,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0,0.0,10.0,42.0,0.0,1,1,1
14168,beverages carob-flavor bev mix pdr,372.0,1.8,0.03,0.2,93.3,0.0,32.0,4.6,5,7.0,104.0,103.0,0.08,0,1,0
14169,beverages carob-flavor bev mix pdr prep w whl milk,75.0,3.16,1.779,3.11,8.68,0.0,98.0,0.25,10,80.0,131.0,46.0,0.37,1,1,1
14171,beverages cocnt milk swtnd fort w ca vitamins a b12 d2,31.0,0.21,2.083,2.08,2.92,2.5,188.0,0.3,0,0.0,19.0,19.0,0.0,1,1,1
14173,beverages coffee ready to drk vanilla lt milk bsd swtnd,36.0,2.14,0.0,1.07,4.27,3.91,71.0,0.0,9,59.0,175.0,34.0,0.26,1,1,1
14174,beve lemonade fruit juc drk lt fort w vit e  c,21.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,2,1.0,10.0,5.0,0.01,1,1,0
14177,beverages chocolate-flavor bev mix pdr prep w whl milk,85.0,3.23,1.86,3.24,11.91,0.0,95.0,0.3,18,88.0,172.0,58.0,0.48,1,1,1
14179,beverages coffee ready to drk milk bsd swtnd,71.0,1.98,0.0,1.38,12.6,10.67,74.0,0.04,9,59.0,175.0,26.0,0.26,0,1,0
14180,beverages coffee brewed brkfst blend,2.0,0.3,0.0,0.0,0.23,0.0,2.0,0.02,4,3.0,50.0,1.0,0.02,1,1,1
14181,beverages choc syrup,279.0,2.1,0.519,1.13,65.1,49.65,14.0,2.11,65,129.0,224.0,72.0,0.73,0,1,0
14182,beverages choc syrup prep w whl milk,90.0,3.07,1.681,2.96,12.78,11.31,89.0,0.32,18,90.0,145.0,47.0,0.43,0,1,0
14183,beverages coffee ready to drk iced mocha milk bsd,60.0,1.48,0.0,0.98,11.42,9.23,52.0,0.09,9,59.0,136.0,31.0,0.15,0,1,0
14185,beverages tea oolong brewed,1.0,0.0,0.0,0.0,0.15,0.0,1.0,0.0,1,1.0,12.0,3.0,0.01,1,1,1
14187,beverages clam  tomato juc cnd,48.0,0.6,0.0,0.2,10.95,3.31,8.0,0.15,5,11.0,89.0,362.0,0.08,1,0,1
14188,beverages tea grn ready to drk ginseng  honey swtnd,30.0,0.0,0.0,0.18,7.16,6.87,3.0,0.02,1,0.0,5.0,2.0,0.01,0,1,0
14189,beverages the coca-cola company minute maid lemonade,46.0,0.0,0.0,0.0,12.08,11.67,2.0,0.0,2,1.0,10.0,6.0,0.01,0,1,0
14190,beverages tea grn rtd diet,0.0,0.0,0.0,0.0,0.0,0.93,1.0,0.0,1,0.0,5.0,6.0,0.01,1,1,1
14191,beverages tea grn rtd citrus diet fort w vit c,1.0,0.0,0.0,0.0,0.31,0.0,1.0,0.0,0,36.0,13.0,26.0,0.0,1,1,1
14192,beverages cocoa mix pdr,398.0,6.67,2.377,4.0,83.73,65.55,133.0,1.19,83,315.0,712.0,504.0,1.46,0,0,0
14194,beverages cocoa mix pdr prep w h2o,55.0,0.92,0.328,0.55,11.54,9.03,21.0,0.17,12,43.0,99.0,73.0,0.21,0,1,0
14195,bev cocoa mix nestle hot cocoa mix rich choc w marshmallows,400.0,2.8,15.0,15.0,75.0,65.0,80.0,1.8,0,0.0,0.0,800.0,0.0,0,0,0
14196,beverages cocoa mix no sugar added pdr,377.0,15.49,1.777,3.0,71.93,37.65,576.0,4.96,208,893.0,2702.0,876.0,3.44,0,0,0
14197,cocoa mix nestle rich choc hot cocoa mix,400.0,3.0,10.0,15.0,75.0,60.0,100.0,1.8,0,0.0,0.0,850.0,0.0,0,0,0
14199,beverages tea black rtd lemon swtnd,45.0,0.0,0.0,0.22,10.8,9.49,4.0,0.0,1,1.0,14.0,3.0,0.01,0,1,0
14201,beverages coffee brewed prep w tap h2o decaffeinated,0.0,0.1,0.002,0.0,0.0,0.0,2.0,0.05,5,1.0,54.0,2.0,0.02,1,1,1
14202,beverages coffee brewed espresso rest-prep decaffeinated,9.0,0.1,0.092,0.18,1.69,0.0,2.0,0.13,80,7.0,115.0,14.0,0.05,1,1,1
14203,beverages coffee inst reg half the caffeine,352.0,14.42,0.197,0.5,73.18,0.0,141.0,4.41,327,303.0,3535.0,37.0,0.35,0,1,0
14204,beverages coffeecocoa inst decaffeinated wwhtnrlocalswtnr,440.0,9.0,11.376,13.21,71.4,34.98,60.0,3.06,122,451.0,1856.0,500.0,1.01,0,0,0
14206,beverages tea grn rtd swtnd,27.0,0.0,0.0,0.22,6.2,5.32,1.0,0.0,0,31.0,12.0,21.0,0.01,0,1,0
14207,beverages tea rtd lemon diet,2.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0,0.0,37.0,1.0,0.01,1,1,1
14209,beverages coffee brewed prep w tap h2o,1.0,0.12,0.002,0.02,0.0,0.0,2.0,0.01,3,3.0,49.0,2.0,0.02,1,1,1
14210,beverages coffee brewed espresso rest-prep,9.0,0.12,0.092,0.18,1.67,0.0,2.0,0.13,80,7.0,115.0,14.0,0.05,1,1,1
14211,beverages tea black rtd lemon diet,1.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0,33.0,14.0,17.0,0.0,1,1,1
14214,beverages coffee inst reg pdr,353.0,12.2,0.197,0.5,75.4,0.0,141.0,4.41,327,303.0,3535.0,37.0,0.35,0,1,0
14215,beverages coffee inst reg prep w h2o,2.0,0.1,0.002,0.0,0.34,0.0,4.0,0.04,4,3.0,30.0,4.0,0.01,1,1,1
14216,beverages aloe vera juc drk fort w vit c,15.0,0.0,0.0,0.0,3.75,3.75,8.0,0.15,0,0.0,0.0,8.0,0.0,1,1,1
14217,beverages ocean spray cran grape,54.0,0.21,0.001,0.0,13.16,12.6,3.0,0.04,1,2.0,11.0,19.0,0.03,0,1,0
14218,beverages coffee inst decaffeinated pdr,351.0,11.6,0.101,0.2,76.0,0.0,140.0,3.8,311,286.0,3501.0,23.0,0.11,0,1,0
14219,beverages coffee inst decaffeinated prep w h2o,2.0,0.12,0.001,0.0,0.43,0.0,4.0,0.04,4,3.0,36.0,4.0,0.01,1,1,1
14220,beverages  ocean spray  cranberry-apple juice drink  bottled,56.0,0.29,0.001,0.0,13.68,13.12,2.0,0.04,1,1.0,14.0,19.0,0.02,0,1,0
14221,beverages ocean spray diet cranberry juc,4.0,0.07,0.001,0.0,0.8,0.25,3.0,0.04,1,0.0,8.0,7.0,0.03,1,1,1
14222,beverages coffee inst w chicory,355.0,9.3,0.071,0.2,78.9,0.0,103.0,4.76,213,271.0,3395.0,277.0,0.37,0,1,0
14223,beverages coffee inst chicory,3.0,0.09,0.001,0.0,0.75,0.0,4.0,0.05,3,3.0,35.0,7.0,0.01,1,1,1
14224,beverages coffee inst mocha swtnd,460.0,5.29,4.934,15.87,74.04,58.2,271.0,0.0,68,251.0,1033.0,317.0,0.96,0,0,0
14226,beverages ocean spray lt cranberry  raspberry flav juc,26.0,0.73,0.001,0.0,5.77,5.02,4.0,0.04,3,4.0,47.0,2.0,0.02,0,1,0
14227,beverages ocean spraywhite cranberry strawberry flav juc drk,49.0,0.22,0.001,0.01,11.98,11.42,4.0,0.04,2,3.0,14.0,3.0,0.04,0,1,0
14231,beverages kraft coffee inst french vanilla cafe,481.0,2.5,4.6,19.2,74.6,54.3,12.0,0.33,0,203.0,546.0,399.0,0.0,0,0,0
14233,beverages  ocean spray  cran raspberry juice drink,49.0,0.28,0.001,0.0,11.96,11.4,2.0,0.04,1,1.0,18.0,14.0,0.02,0,1,0
14234,beverages ocean spray cran lemonade,45.0,0.07,0.001,0.0,11.12,10.4,2.0,0.03,1,1.0,10.0,52.0,0.01,0,1,0
14235,bev  ocean spray  cran cherry diet,4.0,0.21,0.001,0.0,0.7,0.22,1.0,0.04,1,0.0,12.0,8.0,0.01,1,1,1
14236,beverages coffee sub crl grain bev pdr,360.0,6.01,0.603,2.52,78.42,4.63,58.0,4.6,244,580.0,2443.0,83.0,0.51,0,1,0
14237,beverages coffee sub crl grain bev prep w h2o,6.0,0.1,0.01,0.04,1.3,0.08,4.0,0.08,5,10.0,41.0,5.0,0.01,1,1,1
14238,beverages cranberry-apple juc drk btld,63.0,0.0,0.013,0.11,15.85,14.5,3.0,0.07,1,2.0,17.0,2.0,0.02,0,1,0
14239,alcoholic bev malt beer hard lemonade,68.0,0.0,0.0,0.0,10.07,9.77,4.0,0.03,4,7.0,27.0,5.0,0.01,0,1,0
14240,beverages cranberry-apricot juc drk btld,64.0,0.2,0.0,0.0,16.2,0.0,9.0,0.15,3,5.0,61.0,2.0,0.04,1,1,1
14241,beverages cranberry-grape juc drk btld,56.0,0.2,0.033,0.1,14.0,0.0,8.0,0.01,3,4.0,24.0,3.0,0.04,1,1,1
